1	0	46.653324127197266
1	1	44.453433990478516
1	2	44.453433990478516
1	3	46.653324127197266
1	4	44.453433990478516
1	5	46.653324127197266
1	6	44.453433990478516
1	7	2.0056350231170654
1	8	2.0056350231170654
1	9	44.453433990478516
1	10	44.453433990478516
1	11	2.0056350231170654
1	12	44.453433990478516
1	13	-0.04716552048921585
1	14	-50.15213394165039
1	15	-0.04716552048921585
1	16	-0.04716552048921585
1	17	46.653324127197266
1	18	-0.04716552048921585
1	19	46.653324127197266
1	20	2.0056350231170654
1	21	46.653324127197266
1	22	-0.04716552048921585
1	23	44.453433990478516
1	24	44.453433990478516
1	25	-0.04716552048921585
1	26	-0.04716552048921585
1	27	-50.15213394165039
1	28	44.453433990478516
1	29	-50.15213394165039
1	30	-0.04716552048921585
1	31	46.653324127197266
1	32	-0.04716552048921585
1	33	43.511592864990234
1	34	-0.04716552048921585
1	35	46.653324127197266
1	36	44.35343551635742
1	37	44.453433990478516
1	38	46.653324127197266
1	39	-0.04716552048921585
1	40	-0.04716552048921585
1	41	-0.04716552048921585
1	42	-0.04716552048921585
1	43	-50.15213394165039
1	44	-0.04716552048921585
1	45	44.453433990478516
1	46	44.35343551635742
1	47	43.61159133911133
1	48	-0.04716552048921585
1	49	2.0056350231170654
1	50	44.453433990478516
1	51	44.453433990478516
1	52	44.453433990478516
1	53	44.35343551635742
1	54	44.453433990478516
1	55	-0.04716552048921585
1	56	44.453433990478516
1	57	44.453433990478516
1	58	-50.15213394165039
1	59	-0.04716552048921585
1	60	-50.15213394165039
1	61	44.453433990478516
1	62	-50.15213394165039
1	63	-0.04716552048921585
1	64	44.453433990478516
1	65	-50.15213394165039
1	66	-0.04716552048921585
1	67	46.653324127197266
1	68	44.453433990478516
1	69	-0.04716552048921585
1	70	-0.04716552048921585
1	71	44.35343551635742
1	72	-0.04716552048921585
1	73	44.453433990478516
1	74	44.453433990478516
1	75	46.653324127197266
1	76	43.61159133911133
1	77	-0.04716552048921585
1	78	-0.04716552048921585
1	79	-50.15213394165039
1	80	44.453433990478516
1	81	-50.15213394165039
1	82	-50.15213394165039
1	83	-50.15213394165039
1	84	44.453433990478516
1	85	-0.04716552048921585
1	86	-0.04716552048921585
1	87	46.653324127197266
1	88	46.653324127197266
1	89	46.653324127197266
1	90	44.453433990478516
1	91	-0.04716552048921585
1	92	-0.04716552048921585
1	93	-0.04716552048921585
1	94	-0.04716552048921585
1	95	44.453433990478516
1	96	44.453433990478516
1	97	44.35343551635742
1	98	-0.04716552048921585
1	99	-0.04716552048921585
1	100	44.453433990478516
1	101	2.0056350231170654
1	102	-0.04716552048921585
1	103	44.453433990478516
