project,rBug@1,rrBug@1,tBug@1,rBug@3,rrBug@3,tBug@3,rBug@5,rrBug@5,tBug@5,rBug@10,rrBug@10,tBug@10,rBug@20,rrBug@20,tBug@20,rFirstHit,rrFirstHit,tFirstHit
performance-390-45-bugFileManagerV3.0测试_1470654353+4.csv,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,5,4,8
performance-391-48-bug权威肌肤测试网V2.0.0测试_1470654401+4.csv,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,4,4,6
performance-392-48-bug出游宝V0.9.3测试_1470654353+4.csv,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,1,1,1,1,1,1,1,1,9
performance-393-74-bug高朋零钱夺宝V1.0测试_1470654353+4.csv,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,22,5,22
performance-394-78-bug家联网-瑞房V1.1.0测试_1470654353+4.csv,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,52,5,57
performance-395-89-bug左邻右播V1.0测试_1470654352+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,15
performance-396-132-bug众医帮会员版V2.0.2测试_1470654351+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,52,65
performance-397-149-bug奇好云宝V1.0.0测试_1470654352+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,38
performance-399-36-bug自习僧V0.01测试_1470654349+4.csv,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3
performance-4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217+108.csv,0.071428571,0.071428571,0,0.214285714,0.214285714,0,0.357142857,0.357142857,0.142857143,0.5,0.5,0.214285714,0.857142857,0.857142857,0.357142857,1,1,4
performance-4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217+121.csv,0.090909091,0.090909091,0,0.272727273,0.272727273,0.090909091,0.363636364,0.363636364,0.090909091,0.545454545,0.545454545,0.272727273,0.909090909,0.909090909,0.454545455,1,1,3
performance-4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217+139.csv,0.166666667,0.166666667,0,0.5,0.5,0,0.833333333,0.833333333,0,1,1,0,1,1,0,1,1,31
performance-4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217+175.csv,0.2,0.2,0,0.6,0.6,0,1,1,0,1,1,0.2,1,1,0.2,1,1,9
performance-4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217+189.csv,0.25,0.25,0,0.75,0.75,0,1,1,0,1,1,0,1,1,0.5,1,1,12
performance-4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217+211.csv,0.5,0.5,0,1,1,0,1,1,0,1,1,0,1,1,0.5,1,1,15
performance-4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217+231.csv,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,23
performance-4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217+31.csv,0.035714286,0.035714286,0.035714286,0.107142857,0.107142857,0.071428571,0.178571429,0.178571429,0.071428571,0.321428571,0.321428571,0.142857143,0.535714286,0.535714286,0.25,1,1,1
performance-4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217+63.csv,0.055555556,0.055555556,0,0.166666667,0.166666667,0,0.277777778,0.277777778,0,0.444444444,0.444444444,0,0.722222222,0.722222222,0.055555556,1,1,16
performance-4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217+84.csv,0.058823529,0.058823529,0,0.176470588,0.176470588,0,0.294117647,0.294117647,0,0.411764706,0.411764706,0,0.705882353,0.705882353,0.176470588,1,1,16
performance-400-69-bug小送快运V6.0测试_1470654349+4.csv,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,9,10,22
performance-401-81-bug中原找房V3.0.2测试_1470654349+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,12,45
performance-402-91-bugAA电玩城测试_1470654350+4.csv,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,8,8,18
performance-403-197-bug点帮帮测试_1470654349+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,13,40
performance-404-270-bug门诊大厅V2.6.5测试_1470654351+4.csv,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,1,0,1,1,0,1,1,21
performance-405-74-bug科学加V1.0.13测试_1470654350+4.csv,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,10,11,21
performance-406-80-bug小科秘VV1.1.1测试_1470654348+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,15,38
performance-407-65-bug慢慢买V1.9.0测试_1470654347+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,14,30
performance-408-93-bug风领网测试_1470654348+4.csv,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,4,4,13
performance-409-60-bug出游宝V0.9.4测试_1470654346+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,20,20
performance-410-33-bug优熊帅猴V1.2测试_1470654345+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,9,13
performance-411-38-bug互生V3.0.1测试_1470654345+4.csv,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,4,7
performance-412-43-bug万客V2.0.0测试_1470654345+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11,6,11
performance-413-49-bug易言V1.0.1测试_1470654345+4.csv,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,7,9,13
performance-414-51-bug圆形V4.2.0测试_1470654346+4.csv,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,2,4,8
performance-415-78-bug中建乐购V1.0.0测试_1470654347+4.csv,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,6,10,30
performance-416-36-bugDuerV1.14.0.0beta测试_1470654347+4.csv,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,2,6
performance-417-40-bug美呼电话交友V4.1.0测试_1470654344+4.csv,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,3,5
performance-418-53-bug神讯V1.0测试_1470654344+4.csv,0.5,0,0,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,2,3
performance-419-108-bug鲁比教育V2.0.2测试_1470654344+4.csv,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,8,25,42
performance-42-129-优房优派测试_1463737427+19.csv,0.2,0.2,0,0.2,0.2,0,0.6,0.6,0.2,0.6,0.6,0.4,1,1,0.4,1,1,4
performance-42-129-优房优派测试_1463737427+32.csv,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0.666666667,0.666666667,0,1,1,0.333333333,1,1,0.666666667,1,1,8
performance-42-129-优房优派测试_1463737427+48.csv,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,2,2,8
performance-420-31-bug海豚村V1.8.1测试_1470654343+4.csv,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3
performance-421-50-bugBingo直播V1.0.0.5测试_1470654344+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,17
performance-422-54-bug兔子骑行V0.9.7.2测试_1470654340+4.csv,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,19,1,24
performance-423-60-bug吉信敢贷V1.0测试_1470654343+4.csv,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8,5,8
performance-424-82-bug今日嘴炮V1.0测试_1470654343+4.csv,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,5,5,24
performance-425-100-bug人人买V1.0测试_1470654342+4.csv,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,2,2,25
performance-426-122-bug二酒网V1.0测试_1470654340+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,26,38
performance-427-157-bug七彩乐居V1.1测试_1470654346+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,18,29
performance-428-61-bugKKBV1.1测试_1470654345+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,12
performance-429-94-bugSmartBuyV1.0测试_1470654337+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,31
performance-43-141-百度糯米6.0.0测试_1463737436+25.csv,0.2,0.2,0,0.4,0.4,0,0.6,0.6,0,0.8,0.8,0.2,1,1,0.4,1,1,9
performance-43-141-百度糯米6.0.0测试_1463737436+39.csv,0,0.25,0,0.5,0.5,0.25,0.75,0.75,0.25,0.75,0.75,0.25,1,1,0.75,2,1,2
performance-43-141-百度糯米6.0.0测试_1463737436+46.csv,0.333333333,0.333333333,0,0.666666667,0.666666667,0,0.666666667,0.666666667,0.333333333,1,1,0.666666667,1,1,1,1,1,5
performance-43-141-百度糯米6.0.0测试_1463737436+60.csv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
performance-430-60-bug极智锁屏V1.0.2测试_1470654347+4.csv,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,4,6,16
performance-431-79-bug齐齐乐手游+V2.0.1测试_1470654338+4.csv,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,14,4,16
performance-432-37-bug绿能宝租赁V2.0.0测试_1470654321+4.csv,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,4,7
performance-433-43-bug百度糯米V6.7.0测试_1470654328+4.csv,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
performance-434-54-bug网商园V1.1.3测试_1470654335+4.csv,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,8,8,11
performance-436-57-bugAntNewsV1.5.6.7测试_1470654329+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,31
performance-437-60-bug得到测试_1470654333+4.csv,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,15,18
performance-438-72-bug股票高手VAP.5.0627测试_1470654334+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,20,24
performance-439-94-bug呼哈城市Vv2.3.1测试_1470654336+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,17,34
performance-44-82-捷报科斯测试_1463737431+25.csv,0.166666667,0.166666667,0,0.333333333,0.333333333,0,0.5,0.5,0.166666667,0.833333333,0.833333333,0.166666667,1,1,0.666666667,1,1,5
performance-44-82-捷报科斯测试_1463737431+35.csv,0.2,0.2,0.2,0.6,0.6,0.4,0.8,0.8,0.6,1,1,0.6,1,1,1,1,1,1
performance-44-82-捷报科斯测试_1463737431+44.csv,0.5,0.5,0,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,3
performance-440-103-bug游侠客V2.4.6测试_1470654325+4.csv,0,0,0,0,0,0,0.5,0.5,0,1,0.5,0,1,1,0,5,5,36
performance-441-113-bug云伴母婴V3.6.0测试_1470654337+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,11,48
performance-442-124-bug上海三农热线V1.0测试_1470654332+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,20,21
performance-443-131-bug铠甲助手V1.0测试_1470654323+4.csv,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0,1,1,0,4,4,25
performance-444-63-bug滴滴夺宝V1.0.1测试_1470654311+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,19,32
performance-445-65-bug乐弈·二人麻将V1.0.0测试_1470654320+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16,7,16
performance-446-84-bug卡车司机V1.0.0测试_1470654311+4.csv,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,37,45
performance-447-95-bug人人买V1.0.0测试_1470654343+4.csv,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0,17,8,23
performance-448-97-bugMY PTCC测试_1470654318+4.csv,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,12,18
performance-449-101-bug湘梦购商家V1.1.1测试_1470654326+4.csv,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,1,1,7
performance-450-101-bug天域天气V1.0测试_1470654313+4.csv,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,29,37
performance-451-109-bug掌上110V1.0.0测试_1470654321+4.csv,0.5,0.5,0,1,0.5,0,1,0.5,0,1,0.5,0,1,0.5,0,1,1,8
performance-452-126-bug嗨声V1.3.0测试_1470654315+4.csv,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,4,9,18
performance-453-48-bug雪山贷V1.0.2测试_1470654311+4.csv,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3
performance-454-77-bug品胜棋牌V1.0测试_1470654302+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,19,26
performance-455-79-bug东方领航V2.0.0测试_1470654303+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,26,20,27
performance-456-103-bug创惠易购V0.0.2测试_1470654304+4.csv,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,28,38
performance-457-134-bug和易生活V2.0.4测试_1470654307+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,17,38
performance-458-52-bug车来了V3.17.0测试_1470654300+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,17
performance-459-58-bug乐享购全球V1.0.6测试_1470654299+4.csv,0.5,0,0,0.5,0,0,0.5,0.5,0,1,0.5,0.5,1,0.5,0.5,1,4,10
performance-460-67-bugAppStoreV1.0测试_1470654301+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18,11,20
performance-461-73-bug智合万家V1.0.0.6测试_1470654301+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,18
performance-462-78-bug零元小店V1.7.28测试_1470654299+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18,16,20
performance-463-90-bugidreamV1.0测试_1470654309+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,10,16
performance-464-186-bug眼专家V1.3测试_1470654302+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,55
performance-465-82-bug海客会V4.1.5测试_1470654300+4.csv,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0,18,6,24
performance-466-32-bug水电站监测系统V1.0测试_1470654323+4.csv,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1,8
performance-467-36-bug平安好医生V3.4.0测试_1470654299+4.csv,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,3,6,11
performance-468-65-bug潜江潮V1.0.2测试_1470654298+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,23,10,33
performance-469-70-bug优信指尖V1.4.4测试_1470654298+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,18,10,21
performance-47-31-易方舟测试_1463737446+15.csv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
performance-470-80-bug翼云校园V1.0.2测试_1470654298+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,21,42
performance-471-108-bug物通配货信息部V1.2.0测试_1470654300+4.csv,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0,5,16,28
performance-472-114-bug佰职网V1.2.1测试_1470654299+4.csv,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,6,16,25
performance-473-123-bug嘎嘎宜V1.0.3测试_1470654297+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28
performance-474-31-bug【游戏】永恒纪元-40级就有100券_1470654299+4.csv,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,5,4,10
performance-475-41-bug咪咕善跑V2.4.1测试_1470654298+4.csv,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,15,25
performance-476-70-bug权健V1.0测试_1470654297+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,18
performance-477-71-bug指尖苏州_r49V3.7.3测试_1470654296+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,10,29
performance-478-103-bugITCV0.0.0测试_1470654295+4.csv,0,0.5,0,0,0.5,0,1,0.5,0,1,0.5,0,1,0.5,0,4,1,8
performance-479-122-bug有个性V1.0.3测试_1470654296+4.csv,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,15,1,17
performance-48-118-百度糯米6.0.2测试_1463737445+17.csv,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1,0.333333333,1,1,0.333333333,1,1,1
performance-48-118-百度糯米6.0.2测试_1463737445+23.csv,0.5,0.5,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0.5,1,1,18
performance-48-118-百度糯米6.0.2测试_1463737445+46.csv,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,8
performance-480-49-bug开始吧V2.0.1测试_1470654294+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8
performance-481-57-bug读什么V2.1.7测试_1470654294+4.csv,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,2,3,15
performance-482-59-bug云南招考V1.16测试_1470654293+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16,10,18
performance-483-73-bug老白网上药房V1.5.1测试_1470654294+4.csv,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,2,2,10
performance-484-74-bug买家端V0.0.73测试_1470654293+4.csv,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,3,3,21
performance-486-92-bug生鲜宝批发商版V0.0.3测试_1470654294+4.csv,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,9,9,14
performance-487-111-bug鉴定宝V1.0测试_1470654296+4.csv,0,0,0,0,0,0,0.5,0.5,0,1,1,0.5,1,1,0.5,5,5,10
performance-488-132-bug易秒微配客户端V1.0.0测试_1470654297+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
performance-489-35-bug移动创富平台V2.1.1测试_1470654290+4.csv,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,3,1,4
performance-49-61-空车汇测试_1463737429+5.csv,0,0,0,0.142857143,0,0,0.142857143,0,0,0.142857143,0.571428571,0,0.857142857,1,0.857142857,3,6,13
performance-490-48-bug优健康V3.3.3测试_1470654290+4.csv,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,3,3,8
performance-491-50-bug巨炮捕鱼2V1.01测试_1470654291+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9
performance-492-73-bugITCV0.1.5测试_1470654292+4.csv,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1
performance-493-74-bug商旅客车帮V4.0测试_1470654290+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,24
performance-494-80-bug梦族V1.1.8测试_1470654289+4.csv,0.5,0.5,0,0.5,1,0,0.5,1,0,0.5,1,0.5,0.5,1,0.5,1,1,10
performance-495-95-bug智慧校园V1.0测试_1470654292+4.csv,0,0,0,0.5,0.5,0,1,1,0.5,1,1,0.5,1,1,0.5,2,3,5
performance-496-47-bug社区运营管理系统V3.1.1测试_1470654293+4.csv,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,12,7,14
performance-497-58-bug包工程V0.1.196测试_1470654290+4.csv,0,0,0,0,0,0,0,0.5,0,1,1,1,1,1,1,7,4,9
performance-498-65-bug一元淘宝呗V2.0.6测试_1470654292+4.csv,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,8,7,17
performance-499-130-bug陶世界V1.0.1测试_1470654291+4.csv,0,0.333333333,0,0.333333333,0.333333333,0,0.333333333,1,0.333333333,0.333333333,1,0.333333333,0.333333333,1,0.333333333,3,1,5
performance-5-500-Runtime插件兼容性测试_1463737241+108.csv,0,0,0.083333333,0.083333333,0.083333333,0.083333333,0.166666667,0.166666667,0.083333333,0.333333333,0.333333333,0.083333333,0.583333333,0.583333333,0.166666667,3,2,1
performance-5-500-Runtime插件兼容性测试_1463737241+114.csv,0,0,0,0.090909091,0.090909091,0,0.181818182,0.181818182,0,0.363636364,0.363636364,0,0.636363636,0.636363636,0.090909091,3,2,14
performance-5-500-Runtime插件兼容性测试_1463737241+133.csv,0,0,0,0.1,0.1,0,0.2,0.3,0,0.4,0.4,0.2,0.5,0.5,0.3,3,2,8
performance-5-500-Runtime插件兼容性测试_1463737241+147.csv,0,0,0,0.125,0.125,0,0.25,0.25,0,0.25,0.25,0.125,0.75,0.75,0.125,3,2,6
performance-5-500-Runtime插件兼容性测试_1463737241+158.csv,0,0,0,0.142857143,0.142857143,0,0.142857143,0.142857143,0,0.285714286,0.285714286,0,1,1,0.142857143,3,2,20
performance-5-500-Runtime插件兼容性测试_1463737241+188.csv,0,0.2,0,0.2,0.2,0,0.2,0.2,0.2,1,1,0.4,1,1,0.8,2,1,5
performance-5-500-Runtime插件兼容性测试_1463737241+201.csv,0,0,0,0,0,0.333333333,0,0,0.333333333,1,1,0.666666667,1,1,0.666666667,6,6,2
performance-5-500-Runtime插件兼容性测试_1463737241+32.csv,0,0.03030303,0,0.060606061,0.090909091,0.03030303,0.121212121,0.121212121,0.03030303,0.151515152,0.181818182,0.060606061,0.333333333,0.333333333,0.212121212,2,1,3
performance-5-500-Runtime插件兼容性测试_1463737241+43.csv,0,0.032258065,0.032258065,0.064516129,0.096774194,0.064516129,0.129032258,0.129032258,0.096774194,0.193548387,0.193548387,0.193548387,0.322580645,0.35483871,0.322580645,2,1,1
performance-5-500-Runtime插件兼容性测试_1463737241+64.csv,0,0,0,0.047619048,0.095238095,0.047619048,0.142857143,0.19047619,0.047619048,0.285714286,0.285714286,0.095238095,0.428571429,0.428571429,0.19047619,3,2,2
performance-5-500-Runtime插件兼容性测试_1463737241+75.csv,0,0,0.052631579,0.052631579,0.105263158,0.052631579,0.157894737,0.210526316,0.052631579,0.315789474,0.315789474,0.105263158,0.473684211,0.473684211,0.210526316,3,2,1
performance-5-500-Runtime插件兼容性测试_1463737241+81.csv,0,0,0,0.055555556,0.111111111,0.055555556,0.166666667,0.222222222,0.055555556,0.333333333,0.333333333,0.111111111,0.5,0.5,0.222222222,3,2,3
performance-5-500-Runtime插件兼容性测试_1463737241+89.csv,0,0,0,0.058823529,0.117647059,0.058823529,0.176470588,0.235294118,0.058823529,0.352941176,0.352941176,0.176470588,0.470588235,0.470588235,0.352941176,3,2,2
performance-50-45-我的宝宝测试_1463737454+21.csv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
performance-50-45-我的宝宝测试_1463737454+7.csv,0,0.25,0,0,0.25,0,0.25,0.5,0,0.75,1,0.75,0.75,1,0.75,4,1,7
performance-501-45-bug立彩助手V1.0.2测试_1470654286+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,7,16
performance-502-50-bug超爱财VV1.4.0测试_1470654287+4.csv,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,16
performance-503-66-bug易伴体检店V0.0.2测试_1470654293+4.csv,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,10,11,31
performance-504-70-bugSonicplayV1.1.1测试_1470654286+4.csv,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,9,9,20
performance-505-71-bug收藏兑线V2.0.0.15测试_1470654288+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
performance-506-75-bugBuy2youV1.0.1测试_1470654292+4.csv,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,7,7,25
performance-507-88-bug精医康V0.2.4测试_1470654288+4.csv,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,8,8,35
performance-508-159-bug好园区VV1.0.5测试_1470654289+4.csv,0.5,0.5,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4
performance-509-176-bug红猩猩V1.2测试_1470654287+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34,10,56
performance-510-49-bug全球说V1.3.2测试_1470654289+4.csv,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1,2
performance-511-58-bug音悦台V4.0.1测试_1470654288+4.csv,0,0.5,0,0,0.5,0,0.5,0.5,0,1,0.5,0,1,0.5,0,4,1,23
performance-512-64-bug一起秀映客直播V3.11测试_1470654285+4.csv,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,2,2,9
performance-513-76-bug智商V2.2.6测试_1470654285+4.csv,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,6,6,25
performance-514-79-bug欢乐斗牛V1.0.0.0测试_1470654283+4.csv,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0,0.5,1,0,6,2,25
performance-515-106-bug无线广东V0.7.6测试_1470654286+4.csv,0,0,0,0.5,0.5,0,0.5,0.5,0,1,1,0,1,1,0,2,2,13
performance-516-107-bug装备e通V1.1.0测试_1470654291+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,15,36
performance-517-47-bug仙武至尊V1.1.7.0测试_1470654283+4.csv,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,1,1,0.5,2,2,20
performance-518-63-bug手机吕布V2.0.1测试_1470654285+4.csv,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,1,1,1,16,1,19
performance-519-78-bug美女直播V4.1.8测试_1470654284+4.csv,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,5,5,37
performance-52-93-青番茄管理端测试_1463737450+37.csv,0,0,0,0,0,0.4,0.2,0.2,0.4,0.6,0.6,0.8,1,1,1,5,5,2
performance-520-81-bug悠易达V1.4.4测试_1470654285+4.csv,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0.5,0,1,1,0,5,2,31
performance-521-125-bug城市热线V4.2测试_1470654282+4.csv,0,0,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0,4,4,44
performance-522-35-bug铁塔查勘V0.1.0测试_1470654285+4.csv,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,6,6,11
performance-523-61-bug游龙仙侠传V1.0测试_1470654286+4.csv,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,26,2,27
performance-524-67-bug城市特工组V1.0测试_1470654282+4.csv,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,11
performance-525-69-bug中卫莱康V2.4测试_1470654283+4.csv,0.5,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
performance-526-89-bug有宠V3.1.0 Verify测试_1470654282+4.csv,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0.5,0.25,0,4,5,34
performance-527-132-bug荆州新闻V2.3.1测试_1470654284+4.csv,0,0.5,0,0,0.5,0,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,4,1,5
performance-528-38-bug飓风战魂之热血陀螺V1.4.9测试_1470654281+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,12
performance-529-96-bug点睛网V4.19测试_1470654281+4.csv,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,3,5,13
performance-530-158-bug掌运通V1.1.5测试_1470654281+4.csv,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,2,2,46
performance-531-54-bug炫房 VRV0.5.0测试_1470654280+4.csv,0,0,0,0,0,0,0.333333333,0,0,0.666666667,0.333333333,0,0.666666667,0.666666667,0,4,8,30
performance-532-96-bugTI棋牌V1.0测试_1470654283+4.csv,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,13,8,24
