  , ,performance
recPoint=5,Ground Truth,37
recPoint=5,COCOME,1
recPoint=5,Ground Truth,16
recPoint=5,COCOME,1
recPoint=5,Ground Truth,7
recPoint=5,COCOME,7
recPoint=5,Ground Truth,2
recPoint=5,COCOME,6
recPoint=5,Ground Truth,11
recPoint=5,COCOME,1
recPoint=5,Ground Truth,13
recPoint=5,COCOME,8
recPoint=5,Ground Truth,11
recPoint=5,COCOME,8
recPoint=5,Ground Truth,24
recPoint=5,COCOME,4
recPoint=5,Ground Truth,29
recPoint=5,COCOME,1
recPoint=5,Ground Truth,11
recPoint=5,COCOME,13
recPoint=5,Ground Truth,47
recPoint=5,COCOME,21
recPoint=5,Ground Truth,42
recPoint=5,COCOME,2
recPoint=5,Ground Truth,4
recPoint=5,COCOME,6
recPoint=5,Ground Truth,8
recPoint=5,COCOME,2
recPoint=5,Ground Truth,6
recPoint=5,COCOME,11
recPoint=5,Ground Truth,12
recPoint=5,COCOME,4
recPoint=5,Ground Truth,7
recPoint=5,COCOME,6
recPoint=5,Ground Truth,13
recPoint=5,COCOME,3
recPoint=5,Ground Truth,1
recPoint=5,COCOME,1
recPoint=5,Ground Truth,15
recPoint=5,COCOME,1
recPoint=5,Ground Truth,33
recPoint=5,COCOME,11
recPoint=5,Ground Truth,3
recPoint=5,COCOME,2
recPoint=5,Ground Truth,9
recPoint=5,COCOME,2
recPoint=5,Ground Truth,25
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,1
recPoint=5,Ground Truth,4
recPoint=5,COCOME,3
recPoint=5,Ground Truth,1
recPoint=5,COCOME,5
recPoint=5,Ground Truth,13
recPoint=5,COCOME,4
recPoint=5,Ground Truth,16
recPoint=5,COCOME,1
recPoint=5,Ground Truth,15
recPoint=5,COCOME,1
recPoint=5,Ground Truth,8
recPoint=5,COCOME,7
recPoint=5,Ground Truth,16
recPoint=5,COCOME,1
recPoint=5,Ground Truth,5
recPoint=5,COCOME,19
recPoint=5,Ground Truth,7
recPoint=5,COCOME,3
recPoint=5,Ground Truth,3
recPoint=5,COCOME,1
recPoint=5,Ground Truth,5
recPoint=5,COCOME,6
recPoint=5,Ground Truth,1
recPoint=5,COCOME,1
recPoint=5,Ground Truth,29
recPoint=5,COCOME,3
recPoint=5,Ground Truth,6
recPoint=5,COCOME,1
recPoint=5,Ground Truth,3
recPoint=5,COCOME,4
recPoint=5,Ground Truth,10
recPoint=5,COCOME,3
recPoint=5,Ground Truth,16
recPoint=5,COCOME,4
recPoint=5,Ground Truth,44
recPoint=5,COCOME,5
recPoint=5,Ground Truth,5
recPoint=5,COCOME,8
recPoint=5,Ground Truth,24
recPoint=5,COCOME,6
recPoint=5,Ground Truth,2
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,36
recPoint=5,Ground Truth,48
recPoint=5,COCOME,13
recPoint=5,Ground Truth,2
recPoint=5,COCOME,1
recPoint=5,Ground Truth,12
recPoint=5,COCOME,15
recPoint=5,Ground Truth,18
recPoint=5,COCOME,10
recPoint=5,Ground Truth,14
recPoint=5,COCOME,8
recPoint=5,Ground Truth,5
recPoint=5,COCOME,10
recPoint=5,Ground Truth,7
recPoint=5,COCOME,4
recPoint=5,Ground Truth,7
recPoint=5,COCOME,8
recPoint=5,Ground Truth,23
recPoint=5,COCOME,16
recPoint=5,Ground Truth,19
recPoint=5,COCOME,1
recPoint=5,Ground Truth,4
recPoint=5,COCOME,9
recPoint=5,Ground Truth,18
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,30
recPoint=5,Ground Truth,31
recPoint=5,COCOME,1
recPoint=5,Ground Truth,46
recPoint=5,COCOME,5
recPoint=5,Ground Truth,1
recPoint=5,COCOME,5
recPoint=5,Ground Truth,6
recPoint=5,COCOME,1
recPoint=5,Ground Truth,4
recPoint=5,COCOME,14
recPoint=5,Ground Truth,30
recPoint=5,COCOME,1
recPoint=5,Ground Truth,3
recPoint=5,COCOME,3
recPoint=5,Ground Truth,5
recPoint=5,COCOME,2
recPoint=5,Ground Truth,10
recPoint=5,COCOME,3
recPoint=5,Ground Truth,7
recPoint=5,COCOME,4
recPoint=5,Ground Truth,6
recPoint=5,COCOME,1
recPoint=5,Ground Truth,7
recPoint=5,COCOME,4
recPoint=5,Ground Truth,4
recPoint=5,COCOME,9
recPoint=5,Ground Truth,14
recPoint=5,COCOME,3
recPoint=5,Ground Truth,4
recPoint=5,COCOME,1
recPoint=5,Ground Truth,5
recPoint=5,COCOME,13
recPoint=5,Ground Truth,14
recPoint=5,COCOME,2
recPoint=5,Ground Truth,3
recPoint=5,COCOME,4
recPoint=5,Ground Truth,21
recPoint=5,COCOME,18
recPoint=5,Ground Truth,35
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,22
recPoint=5,Ground Truth,24
recPoint=5,COCOME,7
recPoint=5,Ground Truth,5
recPoint=5,COCOME,1
recPoint=5,Ground Truth,3
recPoint=5,COCOME,3
recPoint=5,Ground Truth,8
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,4
recPoint=5,Ground Truth,7
recPoint=5,COCOME,2
recPoint=5,Ground Truth,9
recPoint=5,COCOME,4
recPoint=5,Ground Truth,4
recPoint=5,COCOME,16
recPoint=5,Ground Truth,20
recPoint=5,COCOME,1
recPoint=5,Ground Truth,15
recPoint=5,COCOME,5
recPoint=5,Ground Truth,36
recPoint=5,COCOME,16
recPoint=5,Ground Truth,36
recPoint=5,COCOME,4
recPoint=5,Ground Truth,19
recPoint=5,COCOME,1
recPoint=5,Ground Truth,6
recPoint=5,COCOME,2
recPoint=5,Ground Truth,25
recPoint=5,COCOME,15
recPoint=5,Ground Truth,38
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,9
recPoint=5,Ground Truth,13
recPoint=5,COCOME,2
recPoint=5,Ground Truth,2
recPoint=5,COCOME,3
recPoint=5,Ground Truth,7
recPoint=5,COCOME,2
recPoint=5,Ground Truth,2
recPoint=5,COCOME,7
recPoint=5,Ground Truth,10
recPoint=5,COCOME,20
recPoint=5,Ground Truth,40
recPoint=5,COCOME,2
recPoint=5,Ground Truth,2
recPoint=5,COCOME,25
recPoint=5,Ground Truth,42
recPoint=5,COCOME,12
recPoint=5,Ground Truth,45
recPoint=5,COCOME,2
recPoint=5,Ground Truth,11
recPoint=5,COCOME,31
recPoint=5,Ground Truth,38
recPoint=5,COCOME,1
recPoint=5,Ground Truth,3
recPoint=5,COCOME,8
recPoint=5,Ground Truth,2
recPoint=5,COCOME,3
recPoint=5,Ground Truth,1
recPoint=5,COCOME,19
recPoint=5,Ground Truth,18
recPoint=5,COCOME,6
recPoint=5,Ground Truth,2
recPoint=5,COCOME,1
recPoint=5,Ground Truth,2
recPoint=5,COCOME,6
recPoint=5,Ground Truth,77
recPoint=5,COCOME,3
recPoint=5,Ground Truth,21
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,2
recPoint=5,Ground Truth,8
recPoint=5,COCOME,6
recPoint=5,Ground Truth,19
recPoint=5,COCOME,2
recPoint=5,Ground Truth,1
recPoint=5,COCOME,27
recPoint=5,Ground Truth,34
recPoint=5,COCOME,1
recPoint=5,Ground Truth,4
recPoint=5,COCOME,13
recPoint=5,Ground Truth,28
recPoint=5,COCOME,2
recPoint=5,Ground Truth,3
recPoint=5,COCOME,2
recPoint=5,Ground Truth,2
recPoint=5,COCOME,1
recPoint=5,Ground Truth,5
recPoint=5,COCOME,3
recPoint=5,Ground Truth,4
recPoint=5,COCOME,7
recPoint=5,Ground Truth,16
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,3
recPoint=5,Ground Truth,21
recPoint=5,COCOME,1
recPoint=5,Ground Truth,8
recPoint=5,COCOME,19
recPoint=5,Ground Truth,26
recPoint=5,COCOME,2
recPoint=5,Ground Truth,2
recPoint=5,COCOME,28
recPoint=5,Ground Truth,38
recPoint=5,COCOME,1
recPoint=5,Ground Truth,2
recPoint=5,COCOME,1
recPoint=5,Ground Truth,5
recPoint=5,COCOME,1
recPoint=5,Ground Truth,2
recPoint=5,COCOME,1
recPoint=5,Ground Truth,2
recPoint=5,COCOME,1
recPoint=5,Ground Truth,24
recPoint=5,COCOME,2
recPoint=5,Ground Truth,3
recPoint=5,COCOME,10
recPoint=5,Ground Truth,16
recPoint=5,COCOME,1
recPoint=5,Ground Truth,17
recPoint=5,COCOME,1
recPoint=5,Ground Truth,5
recPoint=5,COCOME,6
recPoint=5,Ground Truth,11
recPoint=5,COCOME,2
recPoint=5,Ground Truth,46
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,8
recPoint=5,Ground Truth,11
recPoint=5,COCOME,53
recPoint=5,Ground Truth,45
recPoint=5,COCOME,3
recPoint=5,Ground Truth,1
recPoint=5,COCOME,11
recPoint=5,Ground Truth,11
recPoint=5,COCOME,2
recPoint=5,Ground Truth,20
recPoint=5,COCOME,4
recPoint=5,Ground Truth,1
recPoint=5,COCOME,4
recPoint=5,Ground Truth,2
recPoint=5,COCOME,20
recPoint=5,Ground Truth,20
recPoint=5,COCOME,8
recPoint=5,Ground Truth,18
recPoint=5,COCOME,2
recPoint=5,Ground Truth,4
recPoint=5,COCOME,2
recPoint=5,Ground Truth,7
recPoint=5,COCOME,1
recPoint=5,Ground Truth,3
recPoint=5,COCOME,1
recPoint=5,Ground Truth,2
recPoint=5,COCOME,10
recPoint=5,Ground Truth,18
recPoint=5,COCOME,6
recPoint=5,Ground Truth,5
recPoint=5,COCOME,8
recPoint=5,Ground Truth,35
recPoint=5,COCOME,10
recPoint=5,Ground Truth,29
recPoint=5,COCOME,5
recPoint=5,Ground Truth,21
recPoint=5,COCOME,1
recPoint=5,Ground Truth,4
recPoint=5,COCOME,1
recPoint=5,Ground Truth,5
recPoint=5,COCOME,5
recPoint=5,Ground Truth,22
recPoint=5,COCOME,2
recPoint=5,Ground Truth,27
recPoint=5,COCOME,7
recPoint=5,Ground Truth,5
recPoint=5,COCOME,2
recPoint=5,Ground Truth,4
recPoint=5,COCOME,7
recPoint=5,Ground Truth,52
recPoint=5,COCOME,14
recPoint=5,Ground Truth,38
recPoint=5,COCOME,44
recPoint=5,Ground Truth,42
recPoint=5,COCOME,7
recPoint=5,Ground Truth,17
recPoint=5,COCOME,3
recPoint=5,Ground Truth,3
recPoint=5,COCOME,10
recPoint=5,Ground Truth,30
recPoint=5,COCOME,1
recPoint=5,Ground Truth,2
recPoint=5,COCOME,6
recPoint=5,Ground Truth,43
recPoint=5,COCOME,19
recPoint=5,Ground Truth,14
recPoint=5,COCOME,1
recPoint=5,Ground Truth,8
recPoint=5,COCOME,2
recPoint=5,Ground Truth,7
recPoint=5,COCOME,3
recPoint=5,Ground Truth,1
recPoint=5,COCOME,17
recPoint=5,Ground Truth,38
recPoint=5,COCOME,16
recPoint=5,Ground Truth,15
recPoint=5,COCOME,4
recPoint=5,Ground Truth,7
recPoint=5,COCOME,5
recPoint=5,Ground Truth,7
recPoint=5,COCOME,4
recPoint=5,Ground Truth,10
recPoint=5,COCOME,6
recPoint=5,Ground Truth,3
recPoint=5,COCOME,1
recPoint=5,Ground Truth,3
recPoint=5,COCOME,24
recPoint=5,Ground Truth,32
recPoint=5,COCOME,1
recPoint=5,Ground Truth,4
recPoint=5,COCOME,1
recPoint=5,Ground Truth,29
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,11
recPoint=5,Ground Truth,18
recPoint=5,COCOME,3
recPoint=5,Ground Truth,3
recPoint=5,COCOME,3
recPoint=5,Ground Truth,3
recPoint=5,COCOME,2
recPoint=5,Ground Truth,2
recPoint=5,COCOME,3
recPoint=5,Ground Truth,9
recPoint=5,COCOME,15
recPoint=5,Ground Truth,25
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,19
recPoint=5,Ground Truth,32
recPoint=5,COCOME,45
recPoint=5,Ground Truth,51
recPoint=5,COCOME,6
recPoint=5,Ground Truth,24
recPoint=5,COCOME,5
recPoint=5,Ground Truth,1
recPoint=5,COCOME,10
recPoint=5,Ground Truth,19
recPoint=5,COCOME,1
recPoint=5,Ground Truth,29
recPoint=5,COCOME,15
recPoint=5,Ground Truth,27
recPoint=5,COCOME,25
recPoint=5,Ground Truth,55
recPoint=5,COCOME,35
recPoint=5,Ground Truth,38
recPoint=5,COCOME,7
recPoint=5,Ground Truth,11
recPoint=5,COCOME,11
recPoint=5,Ground Truth,15
recPoint=5,COCOME,2
recPoint=5,Ground Truth,5
recPoint=5,COCOME,3
recPoint=5,Ground Truth,5
recPoint=5,COCOME,19
recPoint=5,Ground Truth,5
recPoint=5,COCOME,2
recPoint=5,Ground Truth,2
recPoint=5,COCOME,1
recPoint=5,Ground Truth,4
recPoint=5,COCOME,4
recPoint=5,Ground Truth,13
recPoint=5,COCOME,1
recPoint=5,Ground Truth,1
recPoint=5,COCOME,11
recPoint=5,Ground Truth,20
recPoint=5,COCOME,15
recPoint=5,Ground Truth,16
recPoint=5,COCOME,12
recPoint=5,Ground Truth,17
recPoint=5,COCOME,15
recPoint=5,Ground Truth,36
recPoint=5,COCOME,5
recPoint=5,Ground Truth,11
recPoint=8,COCOME,1
recPoint=8,Ground Truth,6
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,17
recPoint=8,Ground Truth,4
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,12
recPoint=8,Ground Truth,15
recPoint=8,COCOME,27
recPoint=8,Ground Truth,28
recPoint=8,COCOME,15
recPoint=8,Ground Truth,22
recPoint=8,COCOME,2
recPoint=8,Ground Truth,10
recPoint=8,COCOME,9
recPoint=8,Ground Truth,14
recPoint=8,COCOME,6
recPoint=8,Ground Truth,13
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
recPoint=8,Ground Truth,12
recPoint=8,COCOME,5
recPoint=8,Ground Truth,19
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,7
recPoint=8,Ground Truth,7
recPoint=8,COCOME,3
recPoint=8,Ground Truth,4
recPoint=8,COCOME,3
recPoint=8,Ground Truth,10
recPoint=8,COCOME,3
recPoint=8,Ground Truth,2
recPoint=8,COCOME,4
recPoint=8,Ground Truth,31
recPoint=8,COCOME,19
recPoint=8,Ground Truth,2
recPoint=8,COCOME,2
recPoint=8,Ground Truth,22
recPoint=8,COCOME,4
recPoint=8,Ground Truth,18
recPoint=8,COCOME,4
recPoint=8,Ground Truth,1
recPoint=8,COCOME,4
recPoint=8,Ground Truth,2
recPoint=8,COCOME,5
recPoint=8,Ground Truth,4
recPoint=8,COCOME,10
recPoint=8,Ground Truth,30
recPoint=8,COCOME,15
recPoint=8,Ground Truth,33
recPoint=8,COCOME,3
recPoint=8,Ground Truth,3
recPoint=8,COCOME,1
recPoint=8,Ground Truth,9
recPoint=8,COCOME,4
recPoint=8,Ground Truth,10
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,5
recPoint=8,Ground Truth,10
recPoint=8,COCOME,5
recPoint=8,Ground Truth,35
recPoint=8,COCOME,3
recPoint=8,Ground Truth,13
recPoint=8,COCOME,19
recPoint=8,Ground Truth,35
recPoint=8,COCOME,5
recPoint=8,Ground Truth,3
recPoint=8,COCOME,3
recPoint=8,Ground Truth,3
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,3
recPoint=8,Ground Truth,9
recPoint=8,COCOME,6
recPoint=8,Ground Truth,2
recPoint=8,COCOME,10
recPoint=8,Ground Truth,11
recPoint=8,COCOME,3
recPoint=8,Ground Truth,5
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,32
recPoint=8,Ground Truth,42
recPoint=8,COCOME,1
recPoint=8,Ground Truth,13
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,13
recPoint=8,Ground Truth,1
recPoint=8,COCOME,11
recPoint=8,Ground Truth,45
recPoint=8,COCOME,4
recPoint=8,Ground Truth,4
recPoint=8,COCOME,3
recPoint=8,Ground Truth,5
recPoint=8,COCOME,2
recPoint=8,Ground Truth,22
recPoint=8,COCOME,4
recPoint=8,Ground Truth,3
recPoint=8,COCOME,20
recPoint=8,Ground Truth,37
recPoint=8,COCOME,2
recPoint=8,Ground Truth,24
recPoint=8,COCOME,2
recPoint=8,Ground Truth,11
recPoint=8,COCOME,3
recPoint=8,Ground Truth,5
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,14
recPoint=8,Ground Truth,27
recPoint=8,COCOME,6
recPoint=8,Ground Truth,10
recPoint=8,COCOME,12
recPoint=8,Ground Truth,35
recPoint=8,COCOME,1
recPoint=8,Ground Truth,5
recPoint=8,COCOME,21
recPoint=8,Ground Truth,39
recPoint=8,COCOME,11
recPoint=8,Ground Truth,2
recPoint=8,COCOME,10
recPoint=8,Ground Truth,26
recPoint=8,COCOME,4
recPoint=8,Ground Truth,4
recPoint=8,COCOME,1
recPoint=8,Ground Truth,7
recPoint=8,COCOME,1
recPoint=8,Ground Truth,4
recPoint=8,COCOME,3
recPoint=8,Ground Truth,4
recPoint=8,COCOME,4
recPoint=8,Ground Truth,4
recPoint=8,COCOME,13
recPoint=8,Ground Truth,22
recPoint=8,COCOME,1
recPoint=8,Ground Truth,5
recPoint=8,COCOME,12
recPoint=8,Ground Truth,15
recPoint=8,COCOME,8
recPoint=8,Ground Truth,16
recPoint=8,COCOME,3
recPoint=8,Ground Truth,11
recPoint=8,COCOME,1
recPoint=8,Ground Truth,4
recPoint=8,COCOME,3
recPoint=8,Ground Truth,4
recPoint=8,COCOME,17
recPoint=8,Ground Truth,24
recPoint=8,COCOME,1
recPoint=8,Ground Truth,20
recPoint=8,COCOME,1
recPoint=8,Ground Truth,26
recPoint=8,COCOME,13
recPoint=8,Ground Truth,24
recPoint=8,COCOME,37
recPoint=8,Ground Truth,19
recPoint=8,COCOME,1
recPoint=8,Ground Truth,43
recPoint=8,COCOME,1
recPoint=8,Ground Truth,5
recPoint=8,COCOME,4
recPoint=8,Ground Truth,6
recPoint=8,COCOME,7
recPoint=8,Ground Truth,8
recPoint=8,COCOME,5
recPoint=8,Ground Truth,9
recPoint=8,COCOME,2
recPoint=8,Ground Truth,2
recPoint=8,COCOME,2
recPoint=8,Ground Truth,2
recPoint=8,COCOME,29
recPoint=8,Ground Truth,44
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,18
recPoint=8,Ground Truth,29
recPoint=8,COCOME,4
recPoint=8,Ground Truth,1
recPoint=8,COCOME,11
recPoint=8,Ground Truth,14
recPoint=8,COCOME,6
recPoint=8,Ground Truth,21
recPoint=8,COCOME,1
recPoint=8,Ground Truth,3
recPoint=8,COCOME,8
recPoint=8,Ground Truth,8
recPoint=8,COCOME,1
recPoint=8,Ground Truth,16
recPoint=8,COCOME,1
recPoint=8,Ground Truth,6
recPoint=8,COCOME,1
recPoint=8,Ground Truth,7
recPoint=8,COCOME,15
recPoint=8,Ground Truth,25
recPoint=8,COCOME,5
recPoint=8,Ground Truth,3
recPoint=8,COCOME,1
recPoint=8,Ground Truth,10
recPoint=8,COCOME,32
recPoint=8,Ground Truth,35
recPoint=8,COCOME,6
recPoint=8,Ground Truth,1
recPoint=8,COCOME,22
recPoint=8,Ground Truth,33
recPoint=8,COCOME,7
recPoint=8,Ground Truth,36
recPoint=8,COCOME,3
recPoint=8,Ground Truth,5
recPoint=8,COCOME,1
recPoint=8,Ground Truth,8
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,2
recPoint=8,Ground Truth,10
recPoint=8,COCOME,6
recPoint=8,Ground Truth,14
recPoint=8,COCOME,9
recPoint=8,Ground Truth,15
recPoint=8,COCOME,22
recPoint=8,Ground Truth,39
recPoint=8,COCOME,9
recPoint=8,Ground Truth,7
recPoint=8,COCOME,4
recPoint=8,Ground Truth,22
recPoint=8,COCOME,29
recPoint=8,Ground Truth,34
recPoint=8,COCOME,8
recPoint=8,Ground Truth,19
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
recPoint=8,Ground Truth,9
recPoint=8,COCOME,1
recPoint=8,Ground Truth,26
recPoint=8,COCOME,1
recPoint=8,Ground Truth,17
recPoint=8,COCOME,3
recPoint=8,Ground Truth,1
recPoint=8,COCOME,5
recPoint=8,Ground Truth,40
recPoint=8,COCOME,1
recPoint=8,Ground Truth,14
recPoint=8,COCOME,2
recPoint=8,Ground Truth,2
recPoint=8,COCOME,5
recPoint=8,Ground Truth,8
recPoint=8,COCOME,8
recPoint=8,Ground Truth,12
recPoint=8,COCOME,2
recPoint=8,Ground Truth,1
recPoint=8,COCOME,7
recPoint=8,Ground Truth,14
recPoint=8,COCOME,8
recPoint=8,Ground Truth,32
recPoint=8,COCOME,2
recPoint=8,Ground Truth,5
recPoint=8,COCOME,5
recPoint=8,Ground Truth,22
recPoint=8,COCOME,10
recPoint=8,Ground Truth,15
recPoint=8,COCOME,13
recPoint=8,Ground Truth,37
recPoint=8,COCOME,17
recPoint=8,Ground Truth,26
recPoint=8,COCOME,3
recPoint=8,Ground Truth,18
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,2
recPoint=8,Ground Truth,17
recPoint=8,COCOME,15
recPoint=8,Ground Truth,31
recPoint=8,COCOME,6
recPoint=8,Ground Truth,11
recPoint=8,COCOME,17
recPoint=8,Ground Truth,18
recPoint=8,COCOME,1
recPoint=8,Ground Truth,4
recPoint=8,COCOME,6
recPoint=8,Ground Truth,2
recPoint=8,COCOME,3
recPoint=8,Ground Truth,3
recPoint=8,COCOME,10
recPoint=8,Ground Truth,10
recPoint=8,COCOME,8
recPoint=8,Ground Truth,9
recPoint=8,COCOME,4
recPoint=8,Ground Truth,5
recPoint=8,COCOME,16
recPoint=8,Ground Truth,23
recPoint=8,COCOME,23
recPoint=8,Ground Truth,15
recPoint=8,COCOME,3
recPoint=8,Ground Truth,18
recPoint=8,COCOME,9
recPoint=8,Ground Truth,24
recPoint=8,COCOME,5
recPoint=8,Ground Truth,1
recPoint=8,COCOME,17
recPoint=8,Ground Truth,35
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,4
recPoint=8,COCOME,21
recPoint=8,Ground Truth,28
recPoint=8,COCOME,2
recPoint=8,Ground Truth,3
recPoint=8,COCOME,10
recPoint=8,Ground Truth,27
recPoint=8,COCOME,6
recPoint=8,Ground Truth,8
recPoint=8,COCOME,23
recPoint=8,Ground Truth,35
recPoint=8,COCOME,12
recPoint=8,Ground Truth,42
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,20
recPoint=8,COCOME,21
recPoint=8,Ground Truth,31
recPoint=8,COCOME,4
recPoint=8,Ground Truth,12
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,15
recPoint=8,COCOME,50
recPoint=8,Ground Truth,42
recPoint=8,COCOME,2
recPoint=8,Ground Truth,8
recPoint=8,COCOME,7
recPoint=8,Ground Truth,11
recPoint=8,COCOME,1
recPoint=8,Ground Truth,4
recPoint=8,COCOME,19
recPoint=8,Ground Truth,25
recPoint=8,COCOME,3
recPoint=8,Ground Truth,4
recPoint=8,COCOME,5
recPoint=8,Ground Truth,8
recPoint=8,COCOME,3
recPoint=8,Ground Truth,7
recPoint=8,COCOME,15
recPoint=8,Ground Truth,33
recPoint=8,COCOME,4
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,11
recPoint=8,Ground Truth,49
recPoint=8,COCOME,1
recPoint=8,Ground Truth,26
recPoint=8,COCOME,2
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,6
recPoint=8,COCOME,3
recPoint=8,Ground Truth,7
recPoint=8,COCOME,3
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,22
recPoint=8,Ground Truth,29
recPoint=8,COCOME,4
recPoint=8,Ground Truth,4
recPoint=8,COCOME,41
recPoint=8,Ground Truth,39
recPoint=8,COCOME,1
recPoint=8,Ground Truth,6
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,5
recPoint=8,COCOME,15
recPoint=8,Ground Truth,16
recPoint=8,COCOME,14
recPoint=8,Ground Truth,17
recPoint=8,COCOME,33
recPoint=8,Ground Truth,35
recPoint=8,COCOME,10
recPoint=8,Ground Truth,15
recPoint=8,COCOME,5
recPoint=8,Ground Truth,11
recPoint=8,COCOME,13
recPoint=8,Ground Truth,13
recPoint=8,COCOME,16
recPoint=8,Ground Truth,32
recPoint=8,COCOME,48
recPoint=8,Ground Truth,36
recPoint=8,COCOME,1
recPoint=8,Ground Truth,5
recPoint=8,COCOME,6
recPoint=8,Ground Truth,21
recPoint=8,COCOME,1
recPoint=8,Ground Truth,10
recPoint=8,COCOME,19
recPoint=8,Ground Truth,13
recPoint=8,COCOME,21
recPoint=8,Ground Truth,27
recPoint=8,COCOME,3
recPoint=8,Ground Truth,6
recPoint=8,COCOME,5
recPoint=8,Ground Truth,33
recPoint=8,COCOME,5
recPoint=8,Ground Truth,8
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,2
recPoint=8,Ground Truth,1
recPoint=8,COCOME,6
recPoint=8,Ground Truth,12
recPoint=8,COCOME,7
recPoint=8,Ground Truth,26
recPoint=8,COCOME,45
recPoint=8,Ground Truth,48
recPoint=8,COCOME,6
recPoint=8,Ground Truth,20
recPoint=8,COCOME,1
recPoint=8,Ground Truth,14
recPoint=8,COCOME,5
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
recPoint=8,Ground Truth,4
recPoint=8,COCOME,10
recPoint=8,Ground Truth,53
recPoint=8,COCOME,6
recPoint=8,Ground Truth,8
recPoint=8,COCOME,8
recPoint=8,Ground Truth,4
recPoint=8,COCOME,42
recPoint=8,Ground Truth,55
recPoint=8,COCOME,10
recPoint=8,Ground Truth,14
recPoint=8,COCOME,3
recPoint=8,Ground Truth,28
recPoint=8,COCOME,6
recPoint=8,Ground Truth,13
recPoint=8,COCOME,10
recPoint=8,Ground Truth,11
recPoint=8,COCOME,1
recPoint=8,Ground Truth,5
recPoint=8,COCOME,15
recPoint=8,Ground Truth,21
recPoint=8,COCOME,24
recPoint=8,Ground Truth,26
recPoint=8,COCOME,5
recPoint=8,Ground Truth,18
recPoint=8,COCOME,2
recPoint=8,Ground Truth,5
recPoint=8,COCOME,28
recPoint=8,Ground Truth,36
recPoint=8,COCOME,6
recPoint=8,Ground Truth,1
recPoint=8,COCOME,3
recPoint=8,Ground Truth,5
recPoint=8,COCOME,12
recPoint=8,Ground Truth,13
recPoint=8,COCOME,10
recPoint=8,Ground Truth,28
recPoint=8,COCOME,4
recPoint=8,Ground Truth,8
recPoint=8,COCOME,11
recPoint=8,Ground Truth,17
recPoint=8,COCOME,3
recPoint=8,Ground Truth,4
recPoint=8,COCOME,10
recPoint=8,Ground Truth,9
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
